STATEFIP,YEAR,COUNT(MH1),MH1
13,2021,453,4
13,2021,15,5
13,2021,20614,6
13,2021,30368,7
13,2021,572,8
13,2021,53,9
13,2021,321,10
13,2021,26409,11
13,2021,13919,12
13,2021,13416,13
13,2022,13,-9
13,2022,9687,1
13,2022,8701,2
13,2022,5029,3
13,2022,392,4
13,2022,9,5
13,2022,19862,6
13,2022,29455,7
13,2022,554,8
13,2022,54,9
13,2022,382,10
13,2022,26803,11
13,2022,14077,12
13,2022,9373,13
13,2023,18,-9
13,2023,10035,1
13,2023,8297,2
13,2023,4867,3
13,2023,407,4
13,2023,16,5
13,2023,18337,6
13,2023,27535,7
13,2023,552,8
13,2023,75,9
13,2023,329,10
13,2023,25988,11
13,2023,13307,12
13,2023,9209,13
15,2013,842,-9
15,2013,2001,1
15,2013,249,2
15,2013,362,3
15,2013,301,4
15,2013,65,5
15,2013,1746,6
15,2013,2914,7
15,2013,264,8
15,2013,27,9
15,2013,94,10
15,2013,3595,11
15,2013,159,12
15,2013,190,13
15,2014,706,-9
15,2014,2320,1
15,2014,245,2
15,2014,339,3
15,2014,325,4
15,2014,43,5
15,2014,1658,6
15,2014,2887,7
15,2014,222,8
15,2014,37,9
15,2014,26,10
15,2014,3500,11
15,2014,141,12
15,2014,145,13
15,2015,765,-9
15,2015,2211,1
15,2015,205,2
15,2015,361,3
15,2015,276,4
15,2015,33,5
15,2015,1280,6
15,2015,2113,7
15,2015,209,8
15,2015,43,9
15,2015,34,10
15,2015,2872,11
15,2015,102,12
15,2015,141,13
15,2016,723,-9
15,2016,1603,1
15,2016,239,2
15,2016,382,3
15,2016,237,4
15,2016,131,5
15,2016,1022,6
15,2016,2106,7
15,2016,269,8
15,2016,21,9
15,2016,34,10
15,2016,3139,11
15,2016,35,12
15,2016,176,13
15,2017,816,-9
15,2017,1947,1
15,2017,226,2
15,2017,336,3
15,2017,185,4
15,2017,34,5
15,2017,1136,6
15,2017,1869,7
15,2017,237,8
15,2017,19,9
15,2017,24,10
15,2017,2866,11
15,2017,22,12
15,2017,198,13
15,2018,909,-9
15,2018,2401,1
15,2018,275,2
15,2018,395,3
15,2018,164,4
15,2018,19,5
15,2018,1032,6
15,2018,1557,7
15,2018,230,8
15,2018,21,9
15,2018,15,10
15,2018,2719,11
15,2018,19,12
15,2018,250,13
15,2019,1303,-9
15,2019,2164,1
15,2019,184,2
15,2019,231,3
15,2019,132,4
15,2019,55,5
15,2019,820,6
15,2019,1810,7
15,2019,221,8
15,2019,21,9
15,2019,30,10
15,2019,2698,11
15,2019,13,12
15,2019,223,13
15,2020,3931,-9
15,2020,829,1
15,2020,212,2
15,2020,280,3
15,2020,137,4
15,2020,42,5
15,2020,576,6
15,2020,1116,7
15,2020,262,8
15,2020,11,9
15,2020,21,10
15,2020,2291,11
15,2020,66,12
15,2020,240,13
15,2021,538,-9
15,2021,2514,1
15,2021,247,2
15,2021,250,3
15,2021,108,4
15,2021,24,5
15,2021,806,6
15,2021,1527,7
15,2021,203,8
15,2021,9,9
15,2021,21,10
15,2021,2918,11
15,2021,331,13
15,2022,588,-9
15,2022,2776,1
15,2022,448,2
15,2022,274,3
15,2022,90,4
15,2022,33,5
15,2022,686,6
15,2022,1376,7
15,2022,171,8
15,2022,16,9
15,2022,128,10
15,2022,2337,11
15,2022,286,13
15,2023,967,-9
15,2023,2543,1
15,2023,343,2
15,2023,266,3
15,2023,92,4
15,2023,24,5
15,2023,767,6
15,2023,1379,7
15,2023,162,8
15,2023,12,9
15,2023,85,10
15,2023,2671,11
15,2023,275,13
16,2013,3571,-9
16,2013,237,1
16,2013,80,2
16,2013,103,3
16,2013,48,4
16,2013,18,5
16,2013,980,6
16,2013,875,7
16,2013,63,8
16,2013,21,9
16,2013,1777,10
16,2013,671,11
16,2013,492,12
16,2013,2944,13
16,2014,9641,-9
16,2014,92,1
16,2014,29,2
16,2014,64,3
16,2014,28,4
16,2014,3,5
16,2014,523,6
16,2014,394,7
16,2014,29,8
16,2014,12,9
16,2014,1050,10
16,2014,423,11
16,2014,173,12
16,2014,1646,13
16,2015,11149,-9
16,2015,53,1
16,2015,15,2
16,2015,26,3
16,2015,12,4
16,2015,2,5
16,2015,389,6
16,2015,262,7
16,2015,9,8
16,2015,7,9
16,2015,941,10
16,2015,272,11
16,2015,96,12
16,2015,1192,13
16,2016,8042,-9
16,2016,249,1
16,2016,357,2
16,2016,174,3
16,2016,104,4
16,2016,14,5
16,2016,1507,6
16,2016,1982,7
16,2016,175,8
16,2016,60,9
16,2016,151,10
16,2016,1817,11
16,2016,3,12
16,2016,685,13
16,2017,7763,-9
16,2017,331,1
16,2017,400,2
16,2017,182,3
16,2017,92,4
16,2017,15,5
16,2017,1540,6
16,2017,2206,7
16,2017,178,8
16,2017,64,9
16,2017,148,10
16,2017,1961,11
16,2017,2,12
16,2017,542,13
16,2018,9051,-9
16,2018,291,1
16,2018,383,2
16,2018,218,3
16,2018,66,4
16,2018,13,5
16,2018,1536,6
16,2018,2271,7
16,2018,187,8
16,2018,61,9
16,2018,154,10
16,2018,1985,11
16,2018,1,12
16,2018,501,13
16,2019,10044,-9
16,2019,296,1
16,2019,354,2
16,2019,225,3
16,2019,60,4
16,2019,13,5
16,2019,1441,6
16,2019,2271,7
16,2019,174,8
16,2019,59,9
16,2019,150,10
16,2019,1930,11
16,2019,448,13
16,2020,9282,-9
16,2020,291,1
16,2020,331,2
16,2020,269,3
16,2020,69,4
16,2020,4,5
16,2020,1325,6
16,2020,2074,7
16,2020,190,8
16,2020,61,9
16,2020,102,10
16,2020,1914,11
16,2020,452,13
16,2021,8775,-9
16,2021,221,1
16,2021,270,2
16,2021,237,3
16,2021,53,4
16,2021,4,5
16,2021,826,6
16,2021,1357,7
16,2021,176,8
16,2021,55,9
16,2021,59,10
16,2021,1604,11
16,2021,402,13
16,2022,9672,-9
16,2022,235,1
16,2022,330,2
16,2022,297,3
16,2022,61,4
16,2022,7,5
16,2022,793,6
16,2022,1405,7
16,2022,191,8
16,2022,57,9
16,2022,48,10
16,2022,1685,11
16,2022,397,13
16,2023,9573,-9
16,2023,215,1
16,2023,290,2
16,2023,296,3
16,2023,63,4
16,2023,725,6
16,2023,1268,7
16,2023,191,8
16,2023,53,9
16,2023,38,10
16,2023,1694,11
16,2023,376,13
17,2013,25,-9
17,2013,15368,1
17,2013,8102,2
17,2013,11749,3
17,2013,1350,4
17,2013,44,5
17,2013,29321,6
17,2013,44252,7
17,2013,2550,8
17,2013,34,9
17,2013,237,10
17,2013,20986,11
17,2013,7,12
17,2013,6457,13
17,2014,20,-9
17,2014,15659,1
17,2014,8930,2
17,2014,11367,3
17,2014,1323,4
17,2014,43,5
17,2014,30002,6
17,2014,43297,7
17,2014,2396,8
17,2014,45,9
17,2014,204,10
17,2014,21067,11
17,2014,6,12
17,2014,5340,13
17,2015,6,-9
17,2015,14715,1
17,2015,9513,2
17,2015,10858,3
17,2015,1137,4
17,2015,46,5
17,2015,27885,6
17,2015,40118,7
17,2015,2262,8
17,2015,35,9
17,2015,198,10
17,2015,17832,11
17,2015,1,12
17,2015,5396,13
17,2016,61379,-9
17,2016,1807,1
17,2016,1397,2
17,2016,983,3
17,2016,125,4
17,2016,55,5
17,2016,2341,6
17,2016,2809,7
17,2016,266,8
17,2016,125,9
17,2016,34,10
17,2016,3303,11
17,2016,265,12
17,2016,3814,13
17,2017,393,-9
17,2017,8831,1
17,2017,5785,2
17,2017,5799,3
17,2017,768,4
17,2017,30,5
17,2017,11339,6
17,2017,19959,7
17,2017,1357,8
17,2017,18,9
17,2017,282,10
17,2017,11240,11
17,2017,292,12
17,2017,5102,13
17,2018,419,-9
17,2018,8808,1
17,2018,5655,2
17,2018,5127,3
17,2018,678,4
17,2018,16,5
17,2018,10132,6
17,2018,18504,7
17,2018,1283,8
17,2018,23,9
17,2018,241,10
17,2018,10408,11
17,2018,324,12
17,2018,5038,13
17,2019,228,-9
17,2019,6108,1
17,2019,3586,2
17,2019,3106,3
17,2019,396,4
17,2019,21,5
17,2019,7011,6
17,2019,11574,7
17,2019,711,8
17,2019,24,9
17,2019,184,10
17,2019,8721,11
17,2019,294,12
17,2019,3706,13
17,2020,233,-9
17,2020,5762,1
17,2020,3526,2
17,2020,2691,3
17,2020,357,4
17,2020,21,5
17,2020,5688,6
17,2020,9709,7
17,2020,627,8
17,2020,37,9
17,2020,161,10
17,2020,7447,11
17,2020,236,12
17,2020,3005,13
17,2021,238,-9
17,2021,3950,1
17,2021,2860,2
17,2021,1192,3
17,2021,130,4
17,2021,11,5
17,2021,4676,6
17,2021,7090,7
17,2021,256,8
17,2021,19,9
17,2021,156,10
17,2021,6630,11
17,2021,158,12
17,2021,2322,13
17,2022,215,-9
17,2022,3120,1
17,2022,2917,2
17,2022,895,3
17,2022,95,4
17,2022,20,5
17,2022,4115,6
17,2022,6670,7
17,2022,184,8
17,2022,24,9
17,2022,167,10
17,2022,6435,11
17,2022,83,12
17,2022,2375,13
17,2023,287,-9
17,2023,3141,1
17,2023,3110,2
17,2023,810,3
17,2023,93,4
17,2023,23,5
17,2023,3914,6
17,2023,6430,7
17,2023,163,8
17,2023,24,9
17,2023,166,10
17,2023,6083,11
17,2023,220,12
17,2023,2639,13
18,2013,659,-9
18,2013,11882,1
18,2013,8754,2
18,2013,13894,3
18,2013,6764,4
18,2013,126,5
18,2013,18557,6
18,2013,41804,7
18,2013,5901,8
18,2013,545,9
18,2013,469,10
18,2013,14480,11
18,2013,2190,13
18,2014,799,-9
18,2014,11913,1
18,2014,9046,2
18,2014,14059,3
18,2014,7090,4
18,2014,136,5
18,2014,18515,6
18,2014,43830,7
18,2014,5877,8
18,2014,583,9
18,2014,473,10
18,2014,14730,11
18,2014,2116,13
18,2015,829,-9
18,2015,12312,1
18,2015,9756,2
18,2015,14549,3
18,2015,7802,4
18,2015,133,5
18,2015,18821,6
18,2015,46368,7
18,2015,5775,8
18,2015,606,9
18,2015,410,10
18,2015,14697,11
18,2015,2063,13
18,2016,322,-9
18,2016,10311,1
18,2016,11844,2
18,2016,15374,3
18,2016,5344,4
18,2016,69,5
18,2016,14955,6
18,2016,44797,7
18,2016,6389,8
18,2016,533,9
18,2016,754,10
18,2016,15606,11
18,2016,3,12
18,2016,9083,13
18,2017,37,-9
18,2017,11186,1
18,2017,12855,2
18,2017,14908,3
18,2017,5053,4
18,2017,67,5
18,2017,14439,6
18,2017,46897,7
18,2017,6662,8
18,2017,612,9
18,2017,929,10
18,2017,15428,11
18,2017,1,12
18,2017,8554,13
18,2018,20,-9
18,2018,11717,1
18,2018,13399,2
18,2018,14142,3
18,2018,4932,4
18,2018,52,5
18,2018,13811,6
18,2018,47504,7
18,2018,6540,8
18,2018,553,9
18,2018,1043,10
18,2018,14879,11
18,2018,8765,13
18,2019,290,-9
18,2019,15709,1
18,2019,20934,2
18,2019,14735,3
18,2019,5584,4
18,2019,53,5
18,2019,12182,6
18,2019,36573,7
18,2019,7163,8
18,2019,608,9
18,2019,1694,10
18,2019,14058,11
18,2019,1560,12
18,2019,7983,13
18,2020,792,-9
18,2020,16888,1
18,2020,22929,2
18,2020,13716,3
18,2020,5867,4
18,2020,24,5
18,2020,11804,6
18,2020,37259,7
18,2020,6496,8
18,2020,536,9
18,2020,1544,10
18,2020,13065,11
18,2020,1,12
18,2020,7776,13
18,2021,760,-9
18,2021,17570,1
18,2021,26351,2
18,2021,13099,3
18,2021,5158,4
18,2021,35,5
18,2021,12135,6
18,2021,38932,7
18,2021,5877,8
18,2021,547,9
18,2021,1580,10
18,2021,12703,11
18,2021,1,12
18,2021,7487,13
18,2022,811,-9
18,2022,18674,1
18,2022,29224,2
18,2022,13321,3
18,2022,5883,4
18,2022,23,5
18,2022,11612,6
18,2022,38370,7
18,2022,5627,8
18,2022,593,9
18,2022,1497,10
18,2022,11738,11
18,2022,1,12
18,2022,6751,13
18,2023,1368,-9
18,2023,18628,1
18,2023,30597,2
18,2023,13645,3
18,2023,5624,4
18,2023,19,5
18,2023,11245,6
18,2023,38389,7
18,2023,5413,8
18,2023,637,9
18,2023,1496,10
18,2023,10941,11
18,2023,6621,13
19,2013,29710,-9
19,2013,17196,1
19,2013,7863,2
19,2013,14531,3
19,2013,4058,4
19,2013,263,5
19,2013,7397,6
19,2013,13909,7
19,2013,3564,8
19,2013,1409,9
19,2013,169,10
19,2013,4586,11
19,2013,271,12
19,2013,1225,13
19,2014,26618,-9
19,2014,19429,1
19,2014,9388,2
19,2014,14573,3
19,2014,3951,4
19,2014,284,5
19,2014,8405,6
19,2014,16762,7
19,2014,3401,8
19,2014,1469,9
19,2014,217,10
19,2014,4965,11
19,2014,578,12
19,2014,1311,13
19,2015,19751,-9
19,2015,22973,1
19,2015,11739,2
19,2015,15119,3
19,2015,3653,4
19,2015,255,5
19,2015,9268,6
19,2015,20918,7
19,2015,3308,8
19,2015,1534,9
19,2015,286,10
19,2015,5229,11
19,2015,966,12
19,2015,1444,13
19,2016,9832,-9
19,2016,14460,1
19,2016,10573,2
19,2016,11309,3
19,2016,3379,4
19,2016,634,5
19,2016,13588,6
19,2016,36474,7
19,2016,3367,8
19,2016,1269,9
19,2016,408,10
19,2016,8045,11
19,2016,941,12
19,2016,1349,13
19,2017,45963,-9
19,2017,6670,1
19,2017,5592,2
19,2017,4883,3
19,2017,1907,4
19,2017,269,5
19,2017,8110,6
19,2017,19807,7
19,2017,1976,8
19,2017,477,9
19,2017,207,10
19,2017,4796,11
19,2017,430,12
19,2017,676,13
19,2018,15336,-9
19,2018,29171,1
19,2018,35102,2
19,2018,25669,3
19,2018,2443,4
19,2018,386,5
19,2018,11833,6
19,2018,43078,7
19,2018,3171,8
19,2018,790,10
19,2018,10473,11
19,2018,11895,13
19,2019,59932,-9
19,2019,31304,1
19,2019,52625,2
19,2019,27491,3
19,2019,2610,4
19,2019,505,5
19,2019,11056,6
19,2019,48443,7
19,2019,3944,8
19,2019,1292,10
19,2019,10378,11
19,2019,13532,13
19,2020,179303,-9
19,2020,2415,1
19,2020,15370,2
19,2020,4848,3
19,2020,641,4
19,2020,326,5
19,2020,4916,6
19,2020,16844,7
19,2020,375,8
19,2020,395,10
19,2020,6237,11
19,2020,4371,13
19,2021,99810,-9
19,2021,29878,1
19,2021,61212,2
19,2021,25357,3
19,2021,1808,4
19,2021,1095,5
19,2021,10923,6
19,2021,45914,7
19,2021,3174,8
19,2021,1986,9
19,2021,1341,10
19,2021,10270,11
19,2021,13249,13
19,2022,105261,-9
19,2022,34345,1
19,2022,75684,2
19,2022,2402,4
19,2022,172,5
19,2022,12007,6
19,2022,46042,7
19,2022,5696,8
19,2022,1536,10
19,2022,10784,11
19,2022,15283,13
19,2023,81640,-9
19,2023,30521,1
19,2023,70648,2
19,2023,27846,3
19,2023,1668,4
19,2023,153,5
19,2023,13499,6
19,2023,52422,7
19,2023,2733,8
19,2023,1139,10
19,2023,11667,11
19,2023,14203,13
20,2013,1586,-9
20,2013,11635,1
20,2013,7951,2
20,2013,10816,3
20,2013,4463,4
20,2013,285,5
20,2013,14603,6
20,2013,18666,7
20,2013,2898,8
20,2013,1178,9
20,2013,427,10
20,2013,7724,11
20,2013,2404,13
20,2014,29478,-9
20,2014,6155,1
20,2014,5137,2
20,2014,6004,3
20,2014,2746,4
20,2014,132,5
20,2014,9719,6
20,2014,12202,7
20,2014,1718,8
20,2014,495,9
20,2014,223,10
20,2014,5804,11
20,2014,1178,13
20,2020,7038,-9
20,2020,25108,1
20,2020,18948,2
20,2020,11501,3
20,2020,5190,4
20,2020,297,5
20,2020,14455,6
20,2020,41173,7
20,2020,3924,8
20,2020,775,9
20,2020,654,10
20,2020,8121,11
20,2020,2320,12
20,2020,6648,13
20,2021,970,-9
20,2021,11870,1
20,2021,9972,2
20,2021,4302,3
20,2021,1693,4
20,2021,31,5
20,2021,5009,6
20,2021,18612,7
20,2021,1502,8
20,2021,174,9
20,2021,324,10
20,2021,3284,11
20,2021,826,12
20,2021,3036,13
20,2022,829,-9
20,2022,10567,1
20,2022,9700,2
20,2022,4346,3
20,2022,1343,4
20,2022,37,5
20,2022,4325,6
20,2022,16883,7
20,2022,1206,8
20,2022,166,9
20,2022,355,10
20,2022,3033,11
20,2022,764,12
20,2022,2866,13
20,2023,866,-9
20,2023,7757,1
20,2023,6603,2
20,2023,3375,3
20,2023,860,4
20,2023,18,5
20,2023,2960,6
20,2023,11578,7
20,2023,847,8
20,2023,134,9
20,2023,271,10
20,2023,2159,11
20,2023,560,12
20,2023,1993,13
21,2013,4387,-9
21,2013,20730,1
21,2013,14064,2
21,2013,17061,3
21,2013,7176,4
21,2013,862,5
21,2013,26098,6
21,2013,39189,7
21,2013,4494,8
21,2013,3992,9
21,2013,568,10
21,2013,11370,11
21,2013,4742,12
21,2013,6708,13
21,2014,4280,-9
21,2014,20240,1
21,2014,14433,2
21,2014,16176,3
21,2014,6457,4
21,2014,850,5
21,2014,25722,6
21,2014,38837,7
21,2014,4117,8
21,2014,4514,9
21,2014,528,10
21,2014,11396,11
21,2014,4852,12
21,2014,5684,13
21,2015,4448,-9
21,2015,20797,1
21,2015,15495,2
21,2015,15424,3
21,2015,6130,4
21,2015,1138,5
21,2015,26046,6
21,2015,39373,7
21,2015,4016,8
21,2015,4825,9
21,2015,605,10
21,2015,11300,11
21,2015,4832,12
21,2015,5667,13
21,2016,6618,-9
21,2016,21711,1
21,2016,19823,2
21,2016,14469,3
21,2016,4696,4
21,2016,629,5
21,2016,18919,6
21,2016,37459,7
21,2016,4045,8
21,2016,4821,9
21,2016,1003,10
21,2016,10440,11
21,2016,5848,12
21,2016,4533,13
21,2017,1850,-9
21,2017,21056,1
21,2017,17610,2
21,2017,13617,3
21,2017,3833,4
21,2017,706,5
21,2017,11020,6
21,2017,34300,7
21,2017,3743,8
21,2017,4426,9
21,2017,910,10
21,2017,10158,11
21,2017,15314,12
21,2017,16649,13
21,2018,1507,-9
21,2018,22991,1
21,2018,17771,2
21,2018,13404,3
21,2018,3336,4
21,2018,795,5
21,2018,11013,6
21,2018,35255,7
21,2018,3578,8
21,2018,4629,9
21,2018,940,10
21,2018,10357,11
21,2018,16197,12
21,2018,15959,13
21,2019,1214,-9
21,2019,24232,1
21,2019,17003,2
21,2019,12997,3
21,2019,3133,4
21,2019,455,5
21,2019,10333,6
21,2019,33868,7
21,2019,3351,8
21,2019,4721,9
21,2019,905,10
21,2019,10101,11
21,2019,25851,12
21,2019,17835,13
21,2020,2369,-9
21,2020,23577,1
21,2020,15975,2
21,2020,11792,3
21,2020,2648,4
21,2020,447,5
21,2020,9387,6
21,2020,31322,7
21,2020,3008,8
21,2020,4712,9
21,2020,813,10
21,2020,9479,11
21,2020,24140,12
21,2020,16554,13
21,2021,963,-9
21,2021,22538,1
21,2021,16599,2
21,2021,10237,3
21,2021,1936,4
21,2021,371,5
21,2021,9476,6
21,2021,30733,7
21,2021,2342,8
21,2021,4576,9
21,2021,713,10
21,2021,9352,11
21,2021,21613,12
21,2021,14945,13
21,2022,1545,-9
21,2022,24409,1
21,2022,18851,2
21,2022,10072,3
21,2022,1889,4
21,2022,399,5
21,2022,9084,6
21,2022,30425,7
21,2022,2439,8
21,2022,4792,9
21,2022,634,10
21,2022,9338,11
21,2022,21246,12
21,2022,15239,13
21,2023,1700,-9
21,2023,22950,1
21,2023,19627,2
21,2023,9764,3
21,2023,1830,4
21,2023,347,5
21,2023,8567,6
21,2023,29147,7
21,2023,2346,8
21,2023,5184,9
21,2023,555,10
21,2023,9083,11
21,2023,18830,12
21,2023,15050,13
22,2013,10342,-9
22,2013,1131,1
22,2013,1650,2
22,2013,3432,3
22,2013,491,4
22,2013,9275,6
22,2013,14970,7
22,2013,526,8
22,2013,223,9
22,2013,117,10
22,2013,8355,11
22,2013,641,13
22,2014,1159,-9
22,2014,1365,1
22,2014,1630,2
22,2014,3522,3
22,2014,455,4
22,2014,10245,6
22,2014,16406,7
22,2014,526,8
22,2014,247,9
22,2014,178,10
22,2014,8933,11
22,2014,707,13
22,2015,2848,-9
22,2015,1374,1
22,2015,1812,2
22,2015,3282,3
22,2015,558,4
22,2015,9176,6
22,2015,14395,7
22,2015,480,8
22,2015,212,9
22,2015,295,10
22,2015,7956,11
22,2015,1443,13
22,2016,10939,-9
22,2016,967,1
22,2016,1506,2
22,2016,2045,3
22,2016,385,4
22,2016,8,5
22,2016,4521,6
22,2016,7409,7
22,2016,335,8
22,2016,168,9
22,2016,158,10
22,2016,4971,11
22,2016,1096,13
22,2017,23742,-9
22,2017,1500,1
22,2017,1896,2
22,2017,2188,3
22,2017,291,4
22,2017,17,5
22,2017,4235,6
22,2017,9097,7
22,2017,378,8
22,2017,172,9
22,2017,91,10
22,2017,4962,11
22,2017,733,13
22,2018,16411,-9
22,2018,1127,1
22,2018,1729,2
22,2018,1993,3
22,2018,196,4
22,2018,14,5
22,2018,3559,6
22,2018,8596,7
22,2018,294,8
22,2018,184,9
22,2018,78,10
22,2018,4631,11
22,2018,601,13
22,2019,15938,-9
22,2019,1020,1
22,2019,1531,2
22,2019,1798,3
22,2019,140,4
22,2019,19,5
22,2019,3235,6
22,2019,7189,7
22,2019,231,8
22,2019,197,9
22,2019,65,10
22,2019,4358,11
22,2019,550,13
22,2020,18365,-9
22,2020,1028,1
22,2020,1458,2
22,2020,1390,3
22,2020,130,4
22,2020,13,5
22,2020,2937,6
22,2020,5913,7
22,2020,141,8
22,2020,188,9
22,2020,54,10
22,2020,3779,11
22,2020,495,13
22,2021,21836,-9
22,2021,1336,1
22,2021,2193,2
22,2021,1495,3
22,2021,168,4
22,2021,15,5
22,2021,3028,6
22,2021,6594,7
22,2021,189,8
22,2021,195,9
22,2021,65,10
22,2021,3549,11
22,2021,586,13
22,2022,23603,-9
22,2022,1573,1
22,2022,2454,2
22,2022,1542,3
22,2022,153,4
22,2022,14,5
22,2022,2909,6
22,2022,6741,7
22,2022,201,8
22,2022,242,9
22,2022,66,10
22,2022,3608,11
22,2022,635,13
22,2023,22189,-9
22,2023,1802,1
22,2023,2865,2
22,2023,1713,3
22,2023,183,4
22,2023,7,5
22,2023,3096,6
22,2023,6968,7
22,2023,273,8
22,2023,265,9
22,2023,73,10
22,2023,4033,11
22,2023,662,13
23,2013,464,-9
23,2013,15961,1
23,2013,11191,2
23,2013,6652,3
23,2013,1101,4
23,2013,503,5
23,2013,9903,6
23,2013,16265,7
23,2013,859,8
23,2013,2162,9
23,2013,186,10
23,2013,3563,11
23,2013,1060,12
23,2013,1366,13
23,2017,30647,-9
23,2017,3886,1
23,2017,2881,2
23,2017,354,3
23,2017,5,4
23,2017,2,5
23,2017,3829,6
23,2017,6220,7
23,2017,8,8
23,2017,103,9
23,2017,16,10
23,2017,1301,11
23,2017,136,12
23,2017,114,13
24,2013,266,-9
24,2013,23683,1
24,2013,13115,2
24,2013,21017,3
24,2013,4335,4
24,2013,201,5
24,2013,31847,6
24,2013,38820,7
24,2013,3035,8
24,2013,55,9
24,2013,266,10
24,2013,13870,11
24,2013,79,12
24,2013,3179,13
24,2014,365,-9
24,2014,25052,1
24,2014,15541,2
24,2014,22585,3
24,2014,4202,4
24,2014,285,5
24,2014,33179,6
24,2014,42894,7
24,2014,2924,8
24,2014,63,9
24,2014,325,10
24,2014,14479,11
24,2014,144,12
24,2014,3308,13
24,2015,5030,-9
24,2015,27598,1
24,2015,20474,2
24,2015,24326,3
24,2015,4619,4
24,2015,341,5
24,2015,29887,6
24,2015,50617,7
24,2015,3186,8
24,2015,67,9
24,2015,410,10
24,2015,15041,11
24,2015,141,12
24,2015,3569,13
24,2016,18077,-9
24,2016,28084,1
24,2016,23608,2
24,2016,26093,3
24,2016,4034,4
24,2016,331,5
24,2016,23717,6
24,2016,48557,7
24,2016,3218,8
24,2016,37,9
24,2016,334,10
24,2016,15449,11
24,2016,24,12
24,2016,11409,13
24,2017,1389,-9
24,2017,31136,1
24,2017,27138,2
24,2017,27773,3
24,2017,3917,4
24,2017,349,5
24,2017,24843,6
24,2017,52948,7
24,2017,3375,8
24,2017,34,9
24,2017,383,10
24,2017,15868,11
24,2017,48,12
24,2017,12517,13
24,2018,1695,-9
24,2018,33563,1
24,2018,29106,2
24,2018,28739,3
24,2018,3749,4
24,2018,360,5
24,2018,26330,6
24,2018,56336,7
24,2018,3639,8
24,2018,81,9
24,2018,498,10
24,2018,16321,11
24,2018,13188,13
24,2019,2108,-9
24,2019,36052,1
24,2019,31728,2
24,2019,29767,3
24,2019,3453,4
24,2019,312,5
24,2019,27251,6
24,2019,60594,7
24,2019,3646,8
24,2019,157,9
24,2019,532,10
24,2019,16460,11
24,2019,13943,13
24,2021,217,-9
24,2021,35814,1
24,2021,35560,2
24,2021,26628,3
24,2021,2629,4
24,2021,13,5
24,2021,27306,6
24,2021,60903,7
24,2021,2734,8
24,2021,10,9
24,2021,571,10
24,2021,15788,11
24,2021,39,12
24,2021,13029,13
24,2022,261,-9
24,2022,38508,1
24,2022,43178,2
24,2022,28078,3
24,2022,2613,4
24,2022,6,5
24,2022,28907,6
24,2022,65434,7
24,2022,2548,8
24,2022,16,9
24,2022,644,10
24,2022,15984,11
24,2022,31,12
24,2022,13319,13
24,2023,3364,-9
24,2023,39413,1
24,2023,49623,2
24,2023,30045,3
24,2023,2501,4
24,2023,17,5
24,2023,29860,6
24,2023,71879,7
24,2023,2786,8
24,2023,15,9
24,2023,737,10
24,2023,16809,11
24,2023,58,12
24,2023,13026,13
25,2013,1377,-9
25,2013,2523,1
25,2013,851,2
25,2013,768,3
25,2013,54,4
25,2013,39,5
25,2013,6482,6
25,2013,4172,7
25,2013,58,8
25,2013,166,9
25,2013,1485,10
25,2013,10360,11
25,2013,891,13
25,2014,2021,-9
25,2014,2659,1
25,2014,1035,2
25,2014,850,3
25,2014,72,4
25,2014,41,5
25,2014,6894,6
25,2014,4929,7
25,2014,75,8
25,2014,188,9
25,2014,1575,10
25,2014,10842,11
25,2014,865,13
25,2015,2534,-9
25,2015,2833,1
25,2015,1162,2
25,2015,909,3
25,2015,70,4
25,2015,48,5
25,2015,7383,6
25,2015,5077,7
25,2015,93,8
25,2015,186,9
25,2015,1537,10
25,2015,10934,11
25,2015,790,13
25,2016,23865,-9
25,2016,1425,1
25,2016,662,2
25,2016,245,3
25,2016,10,4
25,2016,19,5
25,2016,1543,6
25,2016,2054,7
25,2016,36,8
25,2016,94,9
25,2016,2,10
25,2016,2877,11
25,2016,1089,13
25,2017,18486,-9
25,2017,1776,1
25,2017,971,2
25,2017,400,3
25,2017,24,4
25,2017,25,5
25,2017,2062,6
25,2017,2916,7
25,2017,50,8
25,2017,104,9
25,2017,2,10
25,2017,3721,11
25,2017,1122,13
25,2018,17134,-9
25,2018,712,1
25,2018,827,2
25,2018,318,3
25,2018,6,4
25,2018,4,5
25,2018,1656,6
25,2018,1861,7
25,2018,27,8
25,2018,51,9
25,2018,31,10
25,2018,3322,11
25,2018,434,13
25,2019,17718,-9
25,2019,649,1
25,2019,727,2
25,2019,291,3
25,2019,1,4
25,2019,3,5
25,2019,1504,6
25,2019,1660,7
25,2019,26,8
25,2019,57,9
25,2019,27,10
25,2019,3219,11
25,2019,393,13
25,2020,17857,-9
25,2020,462,1
25,2020,478,2
25,2020,143,3
25,2020,1,4
25,2020,3,5
25,2020,1270,6
25,2020,1217,7
25,2020,12,8
25,2020,43,9
25,2020,25,10
25,2020,2955,11
25,2020,289,13
25,2021,13245,-9
25,2021,885,1
25,2021,957,2
25,2021,229,3
25,2021,9,4
25,2021,5,5
25,2021,2083,6
25,2021,2217,7
25,2021,12,8
25,2021,64,9
25,2021,79,10
25,2021,4126,11
25,2021,471,13
25,2022,13245,-9
25,2022,885,1
25,2022,957,2
25,2022,229,3
25,2022,9,4
25,2022,5,5
25,2022,2083,6
