STATEFIP,YEAR,COUNT(MH2),MH2
5,2015,1312,7
5,2015,362,8
5,2015,45,9
5,2015,107,10
5,2015,294,11
5,2015,7,12
5,2015,258,13
5,2016,64859,-9
5,2016,1154,1
5,2016,1555,2
5,2016,728,3
5,2016,564,4
5,2016,31,5
5,2016,744,6
5,2016,1732,7
5,2016,500,8
5,2016,46,9
5,2016,199,10
5,2016,493,11
5,2016,1853,13
5,2017,66927,-9
5,2017,1217,1
5,2017,1299,2
5,2017,431,3
5,2017,416,4
5,2017,18,5
5,2017,685,6
5,2017,1659,7
5,2017,408,8
5,2017,24,9
5,2017,134,10
5,2017,830,11
5,2017,1,12
5,2017,936,13
5,2018,68012,-9
5,2018,1000,1
5,2018,1009,2
5,2018,262,3
5,2018,336,4
5,2018,10,5
5,2018,642,6
5,2018,1430,7
5,2018,293,8
5,2018,18,9
5,2018,125,10
5,2018,961,11
5,2018,790,13
5,2019,70185,-9
5,2019,927,1
5,2019,915,2
5,2019,401,3
5,2019,315,4
5,2019,13,5
5,2019,634,6
5,2019,1241,7
5,2019,204,8
5,2019,25,9
5,2019,125,10
5,2019,436,11
5,2019,718,13
5,2020,77455,-9
5,2020,1,2
5,2020,1,11
5,2020,95,13
5,2021,76388,-9
5,2021,1,3
5,2021,94,13
5,2022,72184,-9
5,2022,82,13
5,2023,66302,-9
5,2023,3,3
5,2023,91,13
6,2013,129162,-9
6,2013,8151,1
6,2013,8244,2
6,2013,2744,3
6,2013,1021,4
6,2013,284,5
6,2013,2841,6
6,2013,7931,7
6,2013,1103,8
6,2013,773,9
6,2013,19357,10
6,2013,1840,11
6,2013,25890,12
6,2013,463279,13
6,2014,135257,-9
6,2014,32819,1
6,2014,25777,2
6,2014,28296,3
6,2014,9411,4
6,2014,176,5
6,2014,2913,6
6,2014,26419,7
6,2014,7342,8
6,2014,1204,9
6,2014,16657,10
6,2014,4379,11
6,2014,70039,12
6,2014,336491,13
6,2015,135536,-9
6,2015,36116,1
6,2015,29358,2
6,2015,28473,3
6,2015,9146,4
6,2015,179,5
6,2015,3113,6
6,2015,27255,7
6,2015,7000,8
6,2015,1291,9
6,2015,16402,10
6,2015,5090,11
6,2015,70789,12
6,2015,326397,13
6,2016,157999,-9
6,2016,33613,1
6,2016,28924,2
6,2016,25725,3
6,2016,8237,4
6,2016,149,5
6,2016,3064,6
6,2016,24459,7
6,2016,6237,8
6,2016,1302,9
6,2016,14945,10
6,2016,5105,11
6,2016,54293,12
6,2016,284088,13
6,2017,471035,-9
6,2017,24391,1
6,2017,40109,2
6,2017,15575,3
6,2017,7871,4
6,2017,122,5
6,2017,8308,6
6,2017,16154,7
6,2017,7595,8
6,2017,3083,9
6,2017,7750,10
6,2017,12331,11
6,2017,5861,12
6,2017,20251,13
6,2018,523300,-9
6,2018,26755,1
6,2018,48018,2
6,2018,16273,3
6,2018,5921,4
6,2018,123,5
6,2018,10345,6
6,2018,20074,7
6,2018,7761,8
6,2018,3433,9
6,2018,6976,10
6,2018,14832,11
6,2018,5955,12
6,2018,21346,13
6,2019,565448,-9
6,2019,27825,1
6,2019,47469,2
6,2019,14328,3
6,2019,4143,4
6,2019,107,5
6,2019,10856,6
6,2019,20969,7
6,2019,6379,8
6,2019,3306,9
6,2019,5718,10
6,2019,15079,11
6,2019,4856,12
6,2019,19689,13
6,2020,532662,-9
6,2020,25991,1
6,2020,42789,2
6,2020,12885,3
6,2020,3335,4
6,2020,89,5
6,2020,10250,6
6,2020,18921,7
6,2020,5684,8
6,2020,3061,9
6,2020,4616,10
6,2020,16906,11
6,2020,4552,12
6,2020,15839,13
6,2021,516930,-9
6,2021,25728,1
6,2021,42733,2
6,2021,12149,3
6,2021,2498,4
6,2021,79,5
6,2021,10220,6
6,2021,19251,7
6,2021,4862,8
6,2021,3089,9
6,2021,4048,10
6,2021,18400,11
6,2021,3844,12
6,2021,14768,13
6,2022,474534,-9
6,2022,24637,1
6,2022,43791,2
6,2022,11075,3
6,2022,1922,4
6,2022,61,5
6,2022,9805,6
6,2022,18380,7
6,2022,3740,8
6,2022,2931,9
6,2022,3379,10
6,2022,18532,11
6,2022,2997,12
6,2022,13701,13
6,2023,464301,-9
6,2023,28009,1
6,2023,49687,2
6,2023,11766,3
6,2023,1921,4
6,2023,81,5
6,2023,10422,6
6,2023,19916,7
6,2023,3391,8
6,2023,3567,9
6,2023,3735,10
6,2023,20794,11
6,2023,3800,12
6,2023,15789,13
8,2013,50788,-9
8,2013,7580,1
8,2013,8967,2
8,2013,3498,3
8,2013,729,4
8,2013,422,5
8,2013,2740,6
8,2013,3961,7
8,2013,1087,8
8,2013,836,9
8,2013,2646,10
8,2013,793,11
8,2013,4563,12
8,2013,14672,13
8,2014,62961,-9
8,2014,6876,1
8,2014,9618,2
8,2014,3377,3
8,2014,755,4
8,2014,379,5
8,2014,2655,6
8,2014,4301,7
8,2014,1009,8
8,2014,888,9
8,2014,2335,10
8,2014,836,11
8,2014,3884,12
8,2014,14847,13
8,2015,94524,-9
8,2015,5079,1
8,2015,7225,2
8,2015,1424,3
8,2015,146,4
8,2015,96,5
8,2015,668,6
8,2015,3667,7
8,2015,559,8
8,2015,526,9
8,2015,1681,10
8,2015,220,11
8,2015,2651,12
8,2015,12071,13
8,2016,100400,-9
8,2016,3297,1
8,2016,4804,2
8,2016,1700,3
8,2016,257,4
8,2016,84,5
8,2016,605,6
8,2016,2361,7
8,2016,420,8
8,2016,375,9
8,2016,1267,10
8,2016,389,11
8,2016,5503,12
8,2016,2549,13
8,2017,106654,-9
8,2017,6755,1
8,2017,9363,2
8,2017,2608,3
8,2017,396,4
8,2017,176,5
8,2017,1448,6
8,2017,5912,7
8,2017,552,8
8,2017,572,9
8,2017,1555,10
8,2017,817,11
8,2017,7453,12
8,2017,2989,13
8,2018,106622,-9
8,2018,7713,1
8,2018,9724,2
8,2018,2858,3
8,2018,388,4
8,2018,172,5
8,2018,1614,6
8,2018,6659,7
8,2018,592,8
8,2018,687,9
8,2018,1748,10
8,2018,896,11
8,2018,7462,12
8,2018,3412,13
8,2019,100212,-9
8,2019,7001,1
8,2019,8463,2
8,2019,2705,3
8,2019,371,4
8,2019,94,5
8,2019,1316,6
8,2019,5598,7
8,2019,480,8
8,2019,662,9
8,2019,1260,10
8,2019,644,11
8,2019,5928,12
8,2019,2545,13
8,2020,90948,-9
8,2020,7137,1
8,2020,8483,2
8,2020,2757,3
8,2020,266,4
8,2020,93,5
8,2020,1303,6
8,2020,5595,7
8,2020,456,8
8,2020,738,9
8,2020,1107,10
8,2020,712,11
8,2020,5804,12
8,2020,2570,13
8,2021,100817,-9
8,2021,8136,1
8,2021,9516,2
8,2021,3230,3
8,2021,240,4
8,2021,98,5
8,2021,1572,6
8,2021,6342,7
8,2021,408,8
8,2021,829,9
8,2021,1268,10
8,2021,770,11
8,2021,6615,12
8,2021,2844,13
8,2022,92982,-9
8,2022,7215,1
8,2022,8925,2
8,2022,3259,3
8,2022,257,4
8,2022,99,5
8,2022,1423,6
8,2022,5960,7
8,2022,311,8
8,2022,879,9
8,2022,1131,10
8,2022,693,11
8,2022,5615,12
8,2022,2766,13
8,2023,90343,-9
8,2023,6892,1
8,2023,9156,2
8,2023,3222,3
8,2023,203,4
8,2023,89,5
8,2023,1372,6
8,2023,5526,7
8,2023,246,8
8,2023,864,9
8,2023,1054,10
8,2023,671,11
8,2023,5287,12
8,2023,2703,13
9,2013,63853,-9
9,2013,4978,1
9,2013,4979,2
9,2013,5571,3
9,2013,1096,4
9,2013,295,5
9,2013,1083,6
9,2013,3463,7
9,2013,1220,8
9,2013,377,9
9,2013,145,10
9,2013,532,11
9,2013,3,12
9,2013,2044,13
9,2014,56611,-9
9,2014,4890,1
9,2014,3898,2
9,2014,5794,3
9,2014,1075,4
9,2014,263,5
9,2014,1023,6
9,2014,3437,7
9,2014,1070,8
9,2014,341,9
9,2014,3553,10
9,2014,510,11
9,2014,9060,13
9,2015,61412,-9
9,2015,4100,1
9,2015,3861,2
9,2015,3513,3
9,2015,559,4
9,2015,249,5
9,2015,888,6
9,2015,2583,7
9,2015,492,8
9,2015,256,9
9,2015,3384,10
9,2015,474,11
9,2015,90,12
9,2015,8663,13
9,2016,70427,-9
9,2016,4370,1
9,2016,5576,2
9,2016,2745,3
9,2016,414,4
9,2016,171,5
9,2016,792,6
9,2016,2714,7
9,2016,556,8
9,2016,309,9
9,2016,2132,10
9,2016,489,11
9,2016,122,12
9,2016,3724,13
9,2017,65480,-9
9,2017,5655,1
9,2017,7476,2
9,2017,3912,3
9,2017,849,4
9,2017,194,5
9,2017,844,6
9,2017,3582,7
9,2017,1022,8
9,2017,609,9
9,2017,1979,10
9,2017,513,11
9,2017,719,12
9,2017,4296,13
9,2018,59145,-9
9,2018,6132,1
9,2018,8149,2
9,2018,3962,3
9,2018,872,4
9,2018,248,5
9,2018,908,6
9,2018,3879,7
9,2018,977,8
9,2018,698,9
9,2018,2275,10
9,2018,562,11
9,2018,641,12
9,2018,5499,13
9,2019,74860,-9
9,2019,3989,1
9,2019,5571,2
9,2019,1121,3
9,2019,108,4
9,2019,217,5
9,2019,785,6
9,2019,2404,7
9,2019,88,8
9,2019,292,9
9,2019,1688,10
9,2019,436,11
9,2019,14,12
9,2019,2626,13
9,2020,70181,-9
9,2020,3601,1
9,2020,5095,2
9,2020,967,3
9,2020,76,4
9,2020,174,5
9,2020,712,6
9,2020,2188,7
9,2020,76,8
9,2020,229,9
9,2020,1205,10
9,2020,400,11
9,2020,12,12
9,2020,1999,13
9,2021,71529,-9
9,2021,3531,1
9,2021,4968,2
9,2021,976,3
9,2021,68,4
9,2021,170,5
9,2021,680,6
9,2021,2272,7
9,2021,64,8
9,2021,238,9
9,2021,1118,10
9,2021,416,11
9,2021,14,12
9,2021,1939,13
9,2022,76743,-9
9,2022,3697,1
9,2022,5159,2
9,2022,1046,3
9,2022,71,4
9,2022,175,5
9,2022,734,6
9,2022,2451,7
9,2022,71,8
9,2022,279,9
9,2022,1056,10
9,2022,464,11
9,2022,14,12
9,2022,1937,13
9,2023,68734,-9
9,2023,5017,1
9,2023,6779,2
9,2023,2948,3
9,2023,420,4
9,2023,151,5
9,2023,693,6
9,2023,3737,7
9,2023,410,8
9,2023,673,9
9,2023,1011,10
9,2023,509,11
9,2023,14,12
9,2023,2846,13
10,2013,5300,-9
10,2013,428,1
10,2013,444,2
10,2013,448,3
10,2013,117,4
10,2013,41,5
10,2013,252,6
10,2013,278,7
10,2013,251,8
10,2013,33,9
10,2013,29,10
10,2013,98,11
10,2013,852,12
10,2013,556,13
10,2014,5873,-9
10,2014,535,1
10,2014,503,2
10,2014,469,3
10,2014,108,4
10,2014,39,5
10,2014,304,6
10,2014,315,7
10,2014,230,8
10,2014,51,9
10,2014,148,10
10,2014,84,11
10,2014,909,12
10,2014,497,13
10,2015,5675,-9
10,2015,567,1
10,2015,466,2
10,2015,245,3
10,2015,76,4
10,2015,15,5
10,2015,259,6
10,2015,373,7
10,2015,229,8
10,2015,43,9
10,2015,222,10
10,2015,80,11
10,2015,935,12
10,2015,495,13
10,2016,4322,-9
10,2016,339,1
10,2016,300,2
10,2016,217,3
10,2016,29,4
10,2016,14,5
10,2016,171,6
10,2016,164,7
10,2016,131,8
10,2016,38,9
10,2016,235,10
10,2016,63,11
10,2016,970,12
10,2016,463,13
10,2017,7002,-9
10,2017,229,1
10,2017,349,2
10,2017,214,3
10,2017,36,4
10,2017,9,5
10,2017,156,6
10,2017,146,7
10,2017,127,8
10,2017,32,9
10,2017,74,10
10,2017,53,11
10,2017,758,12
10,2017,393,13
10,2018,5842,-9
10,2018,443,1
10,2018,473,2
10,2018,220,3
10,2018,34,4
10,2018,20,5
10,2018,278,6
10,2018,317,7
10,2018,141,8
10,2018,32,9
10,2018,235,10
10,2018,129,11
10,2018,1127,12
10,2018,598,13
10,2019,9701,-9
10,2019,466,1
10,2019,559,2
10,2019,273,3
10,2019,41,4
10,2019,24,5
10,2019,260,6
10,2019,394,7
10,2019,170,8
10,2019,38,9
10,2019,246,10
10,2019,121,11
10,2019,1083,12
10,2019,656,13
10,2020,7268,-9
10,2020,593,1
10,2020,757,2
10,2020,247,3
10,2020,28,4
10,2020,26,5
10,2020,302,6
10,2020,432,7
10,2020,119,8
10,2020,35,9
10,2020,265,10
10,2020,138,11
10,2020,1309,12
10,2020,711,13
10,2021,10122,-9
10,2021,606,1
10,2021,890,2
10,2021,326,3
10,2021,45,4
10,2021,17,5
10,2021,365,6
10,2021,474,7
10,2021,182,8
10,2021,59,9
10,2021,265,10
10,2021,143,11
10,2021,1199,12
10,2021,786,13
10,2022,11376,-9
10,2022,536,1
10,2022,828,2
10,2022,278,3
10,2022,45,4
10,2022,18,5
10,2022,325,6
10,2022,439,7
10,2022,166,8
10,2022,49,9
10,2022,249,10
10,2022,125,11
10,2022,989,12
10,2022,774,13
10,2023,12748,-9
10,2023,529,1
10,2023,812,2
10,2023,285,3
10,2023,38,4
10,2023,20,5
10,2023,304,6
10,2023,424,7
10,2023,141,8
10,2023,37,9
10,2023,219,10
10,2023,116,11
10,2023,869,12
10,2023,695,13
11,2014,23259,-9
11,2014,871,1
11,2014,271,2
11,2014,103,3
11,2014,13,4
11,2014,10,5
11,2014,145,6
11,2014,157,7
11,2014,15,8
11,2014,1,9
11,2014,18,10
11,2014,74,11
11,2014,80,12
11,2014,84,13
11,2015,26588,-9
11,2015,884,1
11,2015,264,2
11,2015,111,3
11,2015,11,4
11,2015,17,5
11,2015,136,6
11,2015,171,7
11,2015,11,8
11,2015,1,9
11,2015,18,10
11,2015,74,11
11,2015,155,12
11,2015,90,13
11,2016,33367,-9
11,2016,787,1
11,2016,238,2
11,2016,97,3
11,2016,8,4
11,2016,12,5
11,2016,113,6
11,2016,136,7
11,2016,13,8
11,2016,1,9
11,2016,11,10
11,2016,64,11
11,2016,116,12
11,2016,65,13
11,2017,33731,-9
11,2017,458,1
11,2017,381,2
11,2017,140,3
11,2017,26,4
11,2017,12,5
11,2017,480,6
11,2017,686,7
11,2017,39,8
11,2017,29,10
11,2017,367,11
11,2017,43,12
11,2017,276,13
11,2018,41840,-9
11,2018,901,1
11,2018,483,2
11,2018,189,3
11,2018,34,4
11,2018,19,5
11,2018,513,6
11,2018,727,7
11,2018,41,8
11,2018,1,9
11,2018,33,10
11,2018,372,11
11,2018,108,12
11,2018,299,13
11,2019,43176,-9
11,2019,789,1
11,2019,291,2
11,2019,117,3
11,2019,12,4
11,2019,12,5
11,2019,178,6
11,2019,240,7
11,2019,21,8
11,2019,3,9
11,2019,18,10
11,2019,110,11
11,2019,110,12
11,2019,112,13
11,2020,48985,-9
11,2020,843,1
11,2020,297,2
11,2020,113,3
11,2020,14,4
11,2020,13,5
11,2020,184,6
11,2020,250,7
11,2020,21,8
11,2020,1,9
11,2020,18,10
11,2020,109,11
11,2020,108,12
11,2020,117,13
11,2021,67896,-9
11,2021,848,1
11,2021,304,2
11,2021,118,3
11,2021,14,4
11,2021,13,5
11,2021,183,6
11,2021,247,7
11,2021,21,8
11,2021,1,9
11,2021,19,10
11,2021,108,11
11,2021,111,12
11,2021,119,13
11,2022,42047,-9
11,2022,18,13
11,2023,41575,-9
11,2023,27,13
12,2013,259764,-9
12,2013,1,1
12,2013,1,4
12,2013,1,7
12,2013,1,8
12,2013,1,11
12,2013,13,12
12,2013,283,13
12,2014,233316,-9
12,2014,1,7
12,2014,195,13
12,2015,230427,-9
12,2015,2,1
12,2015,1,2
12,2015,1,6
12,2015,1,12
12,2015,220,13
12,2016,214027,-9
12,2016,2,1
12,2016,3,2
12,2016,1,3
12,2016,2,5
12,2016,11,6
12,2016,16,7
12,2016,28,10
12,2016,18,11
12,2016,34,12
12,2016,115,13
12,2017,192189,-9
12,2017,3654,1
12,2017,1691,2
12,2017,1456,3
12,2017,284,4
12,2017,49,5
12,2017,3522,6
12,2017,4705,7
12,2017,274,8
12,2017,104,9
12,2017,161,10
12,2017,3218,11
12,2017,197,12
12,2017,2254,13
12,2018,197676,-9
12,2018,3930,1
12,2018,1785,2
12,2018,1378,3
12,2018,324,4
12,2018,48,5
12,2018,3310,6
12,2018,4101,7
12,2018,240,8
12,2018,102,9
12,2018,176,10
12,2018,2311,11
12,2018,304,12
12,2018,2683,13
12,2019,201605,-9
12,2019,134,1
12,2019,243,2
12,2019,98,3
12,2019,8,4
12,2019,17,5
12,2019,268,6
12,2019,519,7
12,2019,12,8
12,2019,13,9
12,2019,175,10
12,2019,534,11
12,2019,189,12
12,2019,261,13
12,2020,274740,-9
12,2020,1351,1
12,2020,610,2
12,2020,307,3
12,2020,44,4
12,2020,35,5
12,2020,1101,6
12,2020,1534,7
12,2020,27,8
12,2020,43,9
12,2020,246,10
12,2020,1005,11
12,2020,133,12
12,2020,1052,13
12,2022,326205,-9
12,2022,3566,1
12,2022,4943,2
12,2022,1749,3
12,2022,113,4
12,2022,36,5
12,2022,1781,6
12,2022,3089,7
12,2022,499,8
12,2022,412,9
12,2022,652,10
12,2022,1363,11
12,2022,73,12
12,2022,1604,13
12,2023,339291,-9
12,2023,4309,1
12,2023,5994,2
12,2023,2185,3
12,2023,156,4
12,2023,39,5
12,2023,2295,6
12,2023,3971,7
12,2023,594,8
12,2023,495,9
12,2023,683,10
12,2023,1641,11
12,2023,92,12
12,2023,1986,13
13,2020,66886,-9
13,2020,11025,1
13,2020,18985,2
13,2020,3967,3
13,2020,426,4
13,2020,28,5
13,2020,3558,6
13,2020,10159,7
13,2020,1471,8
13,2020,469,9
13,2020,1793,10
13,2020,2098,11
13,2020,15391,12
13,2020,4405,13
13,2021,61975,-9
13,2021,10641,1
13,2021,18919,2
13,2021,3570,3
13,2021,359,4
13,2021,25,5
13,2021,3319,6
13,2021,9591,7
13,2021,1112,8
13,2021,397,9
13,2021,1672,10
13,2021,2055,11
13,2021,12804,12
13,2021,3975,13
13,2022,60465,-9
13,2022,10319,1
13,2022,18239,2
13,2022,3372,3
13,2022,335,4
13,2022,15,5
13,2022,3175,6
13,2022,9169,7
13,2022,971,8
13,2022,382,9
13,2022,1503,10
13,2022,1920,11
13,2022,10925,12
13,2022,3601,13
13,2023,61697,-9
13,2023,9408,1
13,2023,16904,2
13,2023,3033,3
13,2023,305,4
13,2023,15,5
13,2023,2681,6
13,2023,7972,7
13,2023,843,8
13,2023,337,9
13,2023,1318,10
13,2023,1760,11
13,2023,9624,12
13,2023,3075,13
15,2013,8656,-9
15,2013,543,1
15,2013,453,2
15,2013,253,3
15,2013,117,4
15,2013,38,5
15,2013,111,6
15,2013,228,7
15,2013,166,8
15,2013,13,9
15,2013,351,10
15,2013,54,11
15,2013,458,12
15,2013,1368,13
15,2014,8972,-9
15,2014,472,1
15,2014,288,2
15,2014,248,3
15,2014,129,4
15,2014,32,5
15,2014,162,6
15,2014,335,7
15,2014,187,8
15,2014,17,9
15,2014,218,10
15,2014,170,11
15,2014,363,12
15,2014,1001,13
15,2015,7524,-9
15,2015,400,1
15,2015,268,2
15,2015,247,3
15,2015,103,4
15,2015,27,5
15,2015,112,6
15,2015,276,7
15,2015,185,8
15,2015,22,9
15,2015,197,10
15,2015,115,11
15,2015,180,12
15,2015,989,13
15,2016,6777,-9
15,2016,565,1
15,2016,326,2
15,2016,68,3
15,2016,20,4
15,2016,7,5
15,2016,593,6
15,2016,418,7
15,2016,37,8
15,2016,11,9
15,2016,324,10
15,2016,141,11
15,2016,40,12
15,2016,790,13
15,2017,6425,-9
15,2017,484,1
15,2017,372,2
15,2017,148,3
15,2017,36,4
15,2017,82,5
15,2017,387,6
15,2017,492,7
15,2017,89,8
15,2017,26,9
15,2017,200,10
15,2017,272,11
15,2017,103,12
15,2017,799,13
15,2018,6130,-9
15,2018,567,1
15,2018,259,2
15,2018,172,3
15,2018,53,4
15,2018,53,5
15,2018,295,6
15,2018,485,7
15,2018,127,8
15,2018,27,9
15,2018,451,10
15,2018,374,11
15,2018,108,12
15,2018,905,13
15,2019,7611,-9
15,2019,273,1
15,2019,305,2
15,2019,175,3
15,2019,52,4
15,2019,45,5
15,2019,308,6
15,2019,281,7
