STATEFIP,YEAR,AGE,COUNT(MH1),MH1
1,2013,-9,207,11
1,2013,-9,1,7
1,2013,-9,1,8
1,2013,-9,14,6
1,2013,-9,3,11
1,2013,-9,86,11
1,2013,1,9849,7
1,2013,1,10,3
1,2013,1,8,3
1,2013,1,12,13
1,2013,1,3,3
1,2013,1,13,3
1,2013,1,3,11
1,2013,1,9,6
1,2013,1,6,3
1,2013,1,16,6
1,2013,1,2,3
1,2013,1,3525,3
1,2013,2,4892,4
1,2013,2,4,3
1,2013,2,7,3
1,2013,2,9,7
1,2013,2,3,3
1,2013,2,10,3
1,2013,2,4,3
1,2013,2,7,6
1,2013,2,1,2
1,2013,2,9,3
1,2013,2,2,3
1,2013,2,12,3
1,2013,2,2094,6
1,2013,3,5239,7
1,2013,3,4,13
1,2013,3,5,7
1,2013,3,8,6
1,2013,3,2,6
1,2013,3,9,3
1,2013,3,3,3
1,2013,3,12,7
1,2013,3,2,11
1,2013,3,37,3
1,2013,3,3,2
1,2013,3,43,6
1,2013,3,2294,6
1,2013,4,2775,11
1,2013,4,1,6
1,2013,4,6,6
1,2013,4,3,7
1,2013,4,3,8
1,2013,4,2,1
1,2013,4,2,7
1,2013,4,152,6
1,2013,4,1,12
1,2013,4,13,7
1,2013,4,1030,3
1,2013,5,3409,11
1,2013,5,6,8
1,2013,5,3,7
1,2013,5,4,6
1,2013,5,1,9
1,2013,5,6,11
1,2013,5,407,7
1,2013,5,3,12
1,2013,5,23,1
1,2013,5,1056,6
1,2013,6,4508,11
1,2013,6,5,6
1,2013,6,5,12
1,2013,6,2,7
1,2013,6,4,11
1,2013,6,1,12
1,2013,6,2,13
1,2013,6,639,7
1,2013,6,41,2
1,2013,6,1465,6
1,2013,7,4894,11
1,2013,7,2,7
1,2013,7,9,6
1,2013,7,1,2
1,2013,7,1,6
1,2013,7,1,11
1,2013,7,2,2
1,2013,7,3,11
1,2013,7,743,7
1,2013,7,46,7
1,2013,7,1642,11
1,2013,8,4508,11
1,2013,8,8,6
1,2013,8,6,7
1,2013,8,2,7
1,2013,8,2,7
1,2013,8,1,12
1,2013,8,692,11
1,2013,8,1,12
1,2013,8,25,7
1,2013,8,1450,7
1,2013,9,4962,11
1,2013,9,6,6
1,2013,9,2,7
1,2013,9,3,11
1,2013,9,1,7
1,2013,9,2,2
1,2013,9,697,7
1,2013,9,1,6
1,2013,9,28,7
1,2013,9,1617,7
1,2013,10,5249,11
1,2013,10,5,7
1,2013,10,8,7
1,2013,10,2,13
1,2013,10,1,2
1,2013,10,718,7
1,2013,10,43,7
1,2013,10,1644,7
1,2013,11,5688,11
1,2013,11,3,7
1,2013,11,6,7
1,2013,11,1,11
1,2013,11,3,11
1,2013,11,3,11
1,2013,11,702,7
1,2013,11,2,7
1,2013,11,28,7
1,2013,11,1710,7
1,2013,12,4758,7
1,2013,12,5,7
1,2013,12,7,6
1,2013,12,1,6
1,2013,12,1,11
1,2013,12,1,6
1,2013,12,528,7
1,2013,12,21,7
1,2013,12,1259,7
1,2013,13,3155,13
1,2013,13,1,5
1,2013,13,292,7
1,2013,13,1,1
1,2013,13,2,11
1,2013,13,665,11
1,2013,14,4356,11
1,2013,14,2,7
1,2013,14,2,11
1,2013,14,1,2
1,2013,14,2,11
1,2013,14,2,6
1,2013,14,189,6
1,2013,14,5,7
1,2013,14,4,2
1,2013,14,867,7
1,2014,-9,241,1
1,2014,-9,1,8
1,2014,-9,1,3
1,2014,-9,20,11
1,2014,-9,3,11
1,2014,-9,100,7
1,2014,1,9631,3
1,2014,1,8,8
1,2014,1,8,3
1,2014,1,20,6
1,2014,1,3,1
1,2014,1,10,3
1,2014,1,3,3
1,2014,1,17,11
1,2014,1,5,3
1,2014,1,1,3
1,2014,1,3,3
1,2014,1,3732,3
1,2014,2,4748,1
1,2014,2,7,3
1,2014,2,7,3
1,2014,2,7,6
1,2014,2,6,7
1,2014,2,12,3
1,2014,2,2,6
1,2014,2,14,3
1,2014,2,2,2
1,2014,2,11,2
1,2014,2,2,2
1,2014,2,3,7
1,2014,2,2204,3
1,2014,3,5215,-9
1,2014,3,2,6
1,2014,3,2,9
1,2014,3,18,7
1,2014,3,2,8
1,2014,3,5,7
1,2014,3,5,3
1,2014,3,9,6
1,2014,3,4,1
1,2014,3,28,7
1,2014,3,3,3
1,2014,3,22,1
1,2014,3,2458,4
1,2014,4,2442,6
1,2014,4,2,6
1,2014,4,10,9
1,2014,4,7,11
1,2014,4,6,7
1,2014,4,2,2
1,2014,4,1,12
1,2014,4,2,7
1,2014,4,163,6
1,2014,4,1,8
1,2014,4,15,7
1,2014,4,991,7
1,2014,5,3108,1
1,2014,5,1,6
1,2014,5,1,7
1,2014,5,3,7
1,2014,5,2,11
1,2014,5,3,6
1,2014,5,365,11
1,2014,5,1,6
1,2014,5,27,7
1,2014,5,1079,9
1,2014,6,4203,11
1,2014,6,9,6
1,2014,6,5,7
1,2014,6,4,11
1,2014,6,1,11
1,2014,6,3,6
1,2014,6,1,11
1,2014,6,582,7
1,2014,6,1,1
1,2014,6,46,11
1,2014,6,1445,7
1,2014,7,4436,12
1,2014,7,2,7
1,2014,7,9,11
1,2014,7,2,13
1,2014,7,1,11
1,2014,7,1,6
1,2014,7,2,7
1,2014,7,1,11
1,2014,7,656,6
1,2014,7,44,7
1,2014,7,1657,11
1,2014,8,4340,-9
1,2014,8,3,6
1,2014,8,7,7
1,2014,8,2,6
1,2014,8,1,11
1,2014,8,3,7
1,2014,8,1,11
1,2014,8,689,2
1,2014,8,1,6
1,2014,8,33,6
1,2014,8,1551,6
1,2014,9,4452,6
1,2014,9,5,6
1,2014,9,4,12
1,2014,9,1,11
1,2014,9,1,12
1,2014,9,2,2
1,2014,9,663,6
1,2014,9,24,6
1,2014,9,1646,6
1,2014,10,4668,7
1,2014,10,1,7
1,2014,10,4,11
1,2014,10,1,11
1,2014,10,3,12
1,2014,10,1,11
1,2014,10,2,2
1,2014,10,1,2
1,2014,10,683,7
1,2014,10,44,7
1,2014,10,1637,6
1,2014,11,5281,1
1,2014,11,4,7
1,2014,11,5,7
1,2014,11,1,2
1,2014,11,2,7
1,2014,11,3,12
1,2014,11,646,7
1,2014,11,2,6
1,2014,11,28,7
1,2014,11,1775,7
1,2014,12,4782,11
1,2014,12,4,11
1,2014,12,3,6
1,2014,12,2,11
1,2014,12,2,6
1,2014,12,1,11
1,2014,12,504,11
1,2014,12,16,7
1,2014,12,1413,6
1,2014,13,3131,11
1,2014,13,1,5
1,2014,13,2,7
1,2014,13,1,5
1,2014,13,1,5
1,2014,13,1,7
1,2014,13,297,7
1,2014,13,8,7
1,2014,13,808,11
1,2014,14,4118,6
1,2014,14,1,7
1,2014,14,3,6
1,2014,14,2,7
1,2014,14,1,6
1,2014,14,198,7
1,2014,14,3,13
1,2014,14,5,2
1,2014,14,997,7
1,2015,-9,145,11
1,2015,-9,11,7
1,2015,-9,2,11
1,2015,-9,69,4
1,2015,1,11401,3
1,2015,1,6,3
1,2015,1,11,3
1,2015,1,11,8
1,2015,1,3,6
1,2015,1,8,13
1,2015,1,2,8
1,2015,1,9,3
1,2015,1,3,3
1,2015,1,6,1
1,2015,1,1,3
1,2015,1,3564,3
1,2015,2,5244,3
1,2015,2,2,8
1,2015,2,7,7
1,2015,2,5,8
1,2015,2,4,6
1,2015,2,1,3
1,2015,2,4,3
1,2015,2,4,1
1,2015,2,9,3
1,2015,2,1,1
1,2015,2,14,6
1,2015,2,1,3
1,2015,2,2224,3
1,2015,3,5869,-9
1,2015,3,5,13
1,2015,3,4,6
1,2015,3,18,7
1,2015,3,2,1
1,2015,3,7,3
1,2015,3,6,2
1,2015,3,5,3
1,2015,3,1,3
1,2015,3,33,2
1,2015,3,1,4
1,2015,3,8,6
1,2015,3,2518,4
1,2015,4,2789,11
1,2015,4,1,6
1,2015,4,9,6
1,2015,4,3,11
1,2015,4,3,7
1,2015,4,1,6
1,2015,4,157,13
1,2015,4,13,7
1,2015,4,1024,6
1,2015,5,3516,7
1,2015,5,2,6
1,2015,5,4,7
1,2015,5,3,6
1,2015,5,1,2
1,2015,5,2,11
1,2015,5,3,11
1,2015,5,400,1
1,2015,5,1,6
1,2015,5,19,6
1,2015,5,1100,7
1,2015,6,4718,6
1,2015,6,5,6
1,2015,6,5,6
1,2015,6,3,6
1,2015,6,1,9
1,2015,6,1,11
1,2015,6,619,7
1,2015,6,30,1
1,2015,6,1642,6
1,2015,7,4776,11
1,2015,7,2,6
1,2015,7,5,6
1,2015,7,1,13
1,2015,7,1,6
1,2015,7,2,7
1,2015,7,1,7
1,2015,7,709,11
1,2015,7,1,6
1,2015,7,40,7
1,2015,7,1815,1
1,2015,8,4701,11
1,2015,8,6,7
1,2015,8,4,11
1,2015,8,1,6
1,2015,8,1,1
1,2015,8,1,6
1,2015,8,740,6
1,2015,8,1,6
1,2015,8,28,7
1,2015,8,1761,6
1,2015,9,4692,11
1,2015,9,3,7
1,2015,9,1,6
1,2015,9,2,7
1,2015,9,2,1
1,2015,9,693,6
1,2015,9,24,6
1,2015,9,1703,11
1,2015,10,4913,2
1,2015,10,6,11
1,2015,10,1,11
1,2015,10,1,12
1,2015,10,1,7
1,2015,10,1,2
1,2015,10,727,11
1,2015,10,27,6
1,2015,10,1710,7
1,2015,11,5373,12
1,2015,11,4,6
1,2015,11,6,11
1,2015,11,1,7
1,2015,11,1,7
1,2015,11,1,2
1,2015,11,698,7
1,2015,11,27,7
1,2015,11,1848,7
1,2015,12,4910,11
1,2015,12,5,11
1,2015,12,3,11
1,2015,12,1,11
1,2015,12,571,6
1,2015,12,3,12
1,2015,12,14,7
1,2015,12,1502,11
1,2015,13,3302,11
1,2015,13,2,7
1,2015,13,1,6
1,2015,13,1,5
1,2015,13,1,11
1,2015,13,322,6
1,2015,13,5,7
1,2015,13,883,6
1,2015,14,4300,7
1,2015,14,1,5
1,2015,14,5,11
1,2015,14,1,11
1,2015,14,5,6
1,2015,14,228,7
1,2015,14,3,13
1,2015,14,2,2
1,2015,14,1124,7
1,2016,-9,185,7
1,2016,-9,1,7
1,2016,-9,1,7
1,2016,-9,5,8
1,2016,1,14674,-9
1,2016,1,51,3
1,2016,1,84,3
1,2016,1,54,13
1,2016,1,21,7
1,2016,1,2,3
1,2016,1,24,3
1,2016,1,67,11
1,2016,1,21,3
1,2016,1,2,3
1,2016,1,11,3
1,2016,1,1,4
1,2016,1,226,3
1,2016,2,7252,3
1,2016,2,21,8
1,2016,2,55,3
1,2016,2,66,4
1,2016,2,14,7
1,2016,2,7,8
1,2016,2,38,3
1,2016,2,55,3
1,2016,2,10,3
1,2016,2,3,13
1,2016,2,7,2
1,2016,2,7,13
1,2016,2,128,1
1,2016,3,8077,-9
1,2016,3,33,13
1,2016,3,53,6
1,2016,3,68,1
1,2016,3,38,3
1,2016,3,1,2
1,2016,3,33,2
1,2016,3,53,13
1,2016,3,15,8
1,2016,3,7,4
1,2016,3,4,4
1,2016,3,23,8
1,2016,3,132,3
1,2016,4,4022,11
1,2016,4,11,7
1,2016,4,33,7
1,2016,4,36,7
1,2016,4,7,7
1,2016,4,3,13
1,2016,4,8,6
1,2016,4,12,7
1,2016,4,13,8
1,2016,4,16,13
1,2016,4,2,13
1,2016,4,23,7
1,2016,4,45,7
1,2016,5,4731,-9
1,2016,5,35,7
1,2016,5,28,6
1,2016,5,31,2
1,2016,5,6,7
1,2016,5,3,7
1,2016,5,10,11
1,2016,5,2,7
1,2016,5,4,11
1,2016,5,53,11
1,2016,5,3,3
1,2016,5,87,6
1,2016,5,49,7
1,2016,6,7022,1
1,2016,6,39,7
1,2016,6,53,7
1,2016,6,34,6
1,2016,6,1,7
1,2016,6,2,11
1,2016,6,5,11
1,2016,6,14,1
1,2016,6,1,7
1,2016,6,6,7
1,2016,6,104,7
1,2016,6,6,7
1,2016,6,117,6
1,2016,6,62,7
1,2016,7,7064,7
1,2016,7,74,7
1,2016,7,59,7
1,2016,7,18,6
1,2016,7,3,11
1,2016,7,7,7
1,2016,7,10,11
1,2016,7,2,11
1,2016,7,115,11
1,2016,7,6,13
1,2016,7,134,7
1,2016,7,50,3
1,2016,8,7389,6
1,2016,8,60,7
1,2016,8,41,6
1,2016,8,23,6
1,2016,8,4,11
1,2016,8,5,10
1,2016,8,8,13
1,2016,8,135,6
1,2016,8,4,13
1,2016,8,118,7
1,2016,8,48,2
1,2016,9,6765,11
1,2016,9,58,7
1,2016,9,46,6
1,2016,9,17,7
1,2016,9,2,7
1,2016,9,3,2
1,2016,9,7,11
1,2016,9,2,7
1,2016,9,108,11
1,2016,9,4,7
1,2016,9,105,6
1,2016,9,37,7
1,2016,10,7124,7
1,2016,10,42,7
1,2016,10,58,11
1,2016,10,10,7
1,2016,10,3,6
1,2016,10,4,13
1,2016,10,8,6
1,2016,10,117,6
1,2016,10,3,2
1,2016,10,91,6
1,2016,10,29,2
1,2016,11,7760,7
1,2016,11,43,11
1,2016,11,51,6
1,2016,11,10,7
1,2016,11,2,13
1,2016,11,1,2
1,2016,11,10,5
1,2016,11,108,7
1,2016,11,2,7
1,2016,11,84,6
1,2016,11,38,11
1,2016,12,6955,-9
1,2016,12,33,7
1,2016,12,33,6
1,2016,12,6,7
1,2016,12,2,7
1,2016,12,3,11
1,2016,12,4,7
1,2016,12,3,11
1,2016,12,1,11
1,2016,12,84,7
1,2016,12,4,2
1,2016,12,60,11
1,2016,12,24,7
1,2016,13,4633,6
1,2016,13,16,7
1,2016,13,21,11
1,2016,13,5,6
1,2016,13,1,7
1,2016,13,1,7
1,2016,13,4,11
1,2016,13,52,6
1,2016,13,4,7
1,2016,13,20,6
1,2016,13,12,11
1,2016,14,5715,-9
1,2016,14,16,5
1,2016,14,22,7
1,2016,14,18,11
1,2016,14,1,1
1,2016,14,7,11
1,2016,14,35,6
1,2016,14,6,7
1,2016,14,7,7
1,2016,14,14,6
1,2017,-9,315,-9
1,2017,-9,1,3
1,2017,-9,1,11
1,2017,-9,1,7
1,2017,-9,1,2
1,2017,1,14938,13
1,2017,1,59,3
1,2017,1,196,13
1,2017,1,77,8
1,2017,1,21,13
1,2017,1,7,3
1,2017,1,27,3
1,2017,1,79,13
1,2017,1,31,3
1,2017,1,2,3
1,2017,1,22,13
1,2017,1,202,3
1,2017,2,7402,3
1,2017,2,48,4
1,2017,2,104,3
1,2017,2,57,13
1,2017,2,16,3
1,2017,2,4,3
1,2017,2,37,3
1,2017,2,64,6
1,2017,2,28,3
1,2017,2,10,2
1,2017,2,1,7
1,2017,2,135,8
1,2017,3,8234,-9
1,2017,3,27,7
1,2017,3,128,6
1,2017,3,99,7
1,2017,3,43,3
1,2017,3,11,7
1,2017,3,35,3
1,2017,3,74,3
1,2017,3,16,3
1,2017,3,2,6
1,2017,3,10,6
1,2017,3,6,7
1,2017,3,118,11
1,2017,4,4147,6
1,2017,4,24,7
1,2017,4,41,3
1,2017,4,59,7
1,2017,4,8,11
1,2017,4,3,1
1,2017,4,13,3
1,2017,4,17,11
1,2017,4,15,7
1,2017,4,16,7
1,2017,4,4,4
1,2017,4,44,3
1,2017,5,4547,11
1,2017,5,23,2
1,2017,5,34,6
1,2017,5,40,9
1,2017,5,3,2
1,2017,5,6,7
1,2017,5,8,13
1,2017,5,3,11
1,2017,5,10,2
1,2017,5,34,6
1,2017,5,3,7
1,2017,5,6,6
1,2017,5,37,11
1,2017,6,7093,11
1,2017,6,49,7
1,2017,6,51,6
1,2017,6,37,6
1,2017,6,3,7
1,2017,6,1,7
1,2017,6,6,2
1,2017,6,16,13
1,2017,6,1,7
1,2017,6,8,7
1,2017,6,77,11
1,2017,6,5,7
1,2017,6,11,11
1,2017,6,59,7
1,2017,7,7023,-9
1,2017,7,57,11
1,2017,7,46,7
1,2017,7,31,7
1,2017,7,2,11
1,2017,7,3,7
1,2017,7,7,2
1,2017,7,10,2
1,2017,7,3,6
1,2017,7,77,6
1,2017,7,4,13
1,2017,7,9,13
1,2017,7,32,11
1,2017,8,7325,11
1,2017,8,61,7
1,2017,8,60,11
1,2017,8,30,7
1,2017,8,5,6
1,2017,8,2,7
1,2017,8,8,7
1,2017,8,13,3
1,2017,8,110,7
1,2017,8,4,13
1,2017,8,5,11
1,2017,8,50,11
1,2017,9,6615,13
1,2017,9,57,6
1,2017,9,50,13
1,2017,9,26,6
1,2017,9,2,13
1,2017,9,2,6
1,2017,9,4,7
1,2017,9,14,2
1,2017,9,2,2
1,2017,9,83,6
1,2017,9,7,2
1,2017,9,4,11
1,2017,9,34,7
1,2017,10,6971,13
1,2017,10,61,6
1,2017,10,48,7
1,2017,10,11,7
1,2017,10,1,6
1,2017,10,6,1
1,2017,10,8,2
1,2017,10,94,6
1,2017,10,2,7
1,2017,10,3,7
1,2017,10,30,11
1,2017,11,7465,-9
1,2017,11,40,6
1,2017,11,43,7
1,2017,11,13,7
1,2017,11,1,11
1,2017,11,1,7
1,2017,11,3,1
1,2017,11,17,11
1,2017,11,1,6
1,2017,11,85,6
1,2017,11,6,6
1,2017,11,3,11
1,2017,11,30,7
1,2017,12,6958,11
1,2017,12,31,11
1,2017,12,36,7
1,2017,12,12,11
1,2017,12,1,7
1,2017,12,6,13
1,2017,12,3,7
1,2017,12,6,3
1,2017,12,2,11
1,2017,12,65,7
1,2017,12,4,7
1,2017,12,2,7
1,2017,12,25,11
1,2017,13,4905,6
1,2017,13,13,7
1,2017,13,20,7
1,2017,13,4,6
1,2017,13,3,7
1,2017,13,3,5
1,2017,13,4,13
1,2017,13,44,2
1,2017,13,6,7
1,2017,13,2,13
1,2017,13,10,11
1,2017,14,5612,-9
1,2017,14,10,7
1,2017,14,22,7
1,2017,14,1,7
1,2017,14,25,13
1,2017,14,4,6
1,2017,14,1,11
1,2017,14,30,6
1,2017,14,7,13
1,2017,14,11,11
1,2018,-9,8,11
1,2018,1,15340,3
1,2018,1,67,3
1,2018,1,235,3
1,2018,1,48,1
1,2018,1,25,3
1,2018,1,4,8
1,2018,1,18,3
1,2018,1,99,3
1,2018,1,32,3
1,2018,1,11,3
1,2018,1,149,3
1,2018,2,7887,13
1,2018,2,47,3
1,2018,2,168,1
1,2018,2,56,4
1,2018,2,14,3
1,2018,2,6,3
1,2018,2,29,3
1,2018,2,75,9
1,2018,2,20,3
1,2018,2,10,3
1,2018,2,106,3
1,2018,3,8136,3
1,2018,3,42,3
1,2018,3,163,13
1,2018,3,93,7
1,2018,3,29,3
1,2018,3,1,3
1,2018,3,8,3
1,2018,3,33,2
1,2018,3,87,3
1,2018,3,27,3
1,2018,3,1,6
1,2018,3,8,3
1,2018,3,99,3
1,2018,4,4204,2
1,2018,4,32,2
1,2018,4,49,4
1,2018,4,50,13
1,2018,4,10,7
1,2018,4,2,3
1,2018,4,13,2
1,2018,4,18,4
1,2018,4,13,8
1,2018,4,23,13
1,2018,4,3,9
1,2018,4,2,11
1,2018,4,40,2
1,2018,5,4339,6
1,2018,5,27,7
1,2018,5,42,11
1,2018,5,38,6
1,2018,5,3,9
1,2018,5,4,7
1,2018,5,9,13
1,2018,5,3,13
1,2018,5,9,3
1,2018,5,42,13
1,2018,5,2,7
1,2018,5,35,6
1,2018,6,6854,6
1,2018,6,47,6
1,2018,6,58,6
1,2018,6,44,11
1,2018,6,5,3
1,2018,6,3,3
1,2018,6,18,1
1,2018,6,11,7
1,2018,6,68,7
1,2018,6,4,3
1,2018,6,52,6
1,2018,7,6870,6
1,2018,7,47,7
1,2018,7,49,7
1,2018,7,32,7
1,2018,7,2,13
1,2018,7,3,7
1,2018,7,4,1
1,2018,7,18,2
1,2018,7,1,11
1,2018,7,1,7
1,2018,7,69,6
1,2018,7,3,6
1,2018,7,5,7
1,2018,7,37,2
1,2018,8,7221,6
1,2018,8,69,7
1,2018,8,52,6
1,2018,8,28,6
1,2018,8,4,6
1,2018,8,1,13
1,2018,8,5,11
1,2018,8,10,1
1,2018,8,1,11
1,2018,8,1,11
1,2018,8,93,11
1,2018,8,5,6
1,2018,8,4,11
1,2018,8,35,7
1,2018,9,6326,11
1,2018,9,51,7
1,2018,9,45,7
1,2018,9,25,7
1,2018,9,2,6
1,2018,9,4,11
1,2018,9,15,6
1,2018,9,73,6
1,2018,9,6,7
1,2018,9,3,6
1,2018,9,29,7
1,2018,10,6618,6
1,2018,10,61,7
1,2018,10,49,6
1,2018,10,11,11
1,2018,10,1,11
1,2018,10,2,7
1,2018,10,7,6
1,2018,10,3,7
1,2018,10,86,2
1,2018,10,3,7
1,2018,10,2,13
1,2018,10,24,6
1,2018,11,6889,11
1,2018,11,51,7
1,2018,11,37,6
1,2018,11,13,7
1,2018,11,1,7
1,2018,11,2,7
1,2018,11,11,2
1,2018,11,1,6
1,2018,11,76,7
1,2018,11,2,7
1,2018,11,26,11
1,2018,12,6772,7
1,2018,12,35,11
1,2018,12,38,6
1,2018,12,13,7
1,2018,12,2,7
1,2018,12,2,11
1,2018,12,6,7
1,2018,12,5,6
1,2018,12,1,6
1,2018,12,46,11
1,2018,12,3,2
1,2018,12,3,7
1,2018,12,26,7
1,2018,13,4986,11
1,2018,13,17,7
1,2018,13,20,7
1,2018,13,5,1
1,2018,13,2,11
1,2018,13,2,1
1,2018,13,6,11
1,2018,13,55,6
1,2018,13,3,7
1,2018,13,1,11
1,2018,13,17,4
1,2018,14,5666,7
1,2018,14,13,7
1,2018,14,21,7
1,2018,14,1,7
1,2018,14,1,2
1,2018,14,25,7
1,2018,14,6,11
1,2018,14,1,11
1,2018,14,31,7
1,2018,14,4,6
1,2018,14,7,9
1,2019,-9,6,7
1,2019,1,15304,7
1,2019,1,117,3
1,2019,1,309,3
1,2019,1,79,1
1,2019,1,43,3
1,2019,1,3,13
1,2019,1,33,3
1,2019,1,103,3
1,2019,1,48,3
1,2019,1,1,3
1,2019,1,1,3
1,2019,1,180,3
1,2019,2,8263,3
1,2019,2,55,6
1,2019,2,206,1
1,2019,2,69,7
1,2019,2,20,13
1,2019,2,10,3
1,2019,2,52,3
1,2019,2,83,3
1,2019,2,35,2
1,2019,2,5,3
1,2019,2,106,3
1,2019,3,8416,3
1,2019,3,59,3
1,2019,3,175,3
1,2019,3,107,7
1,2019,3,35,1
1,2019,3,1,3
1,2019,3,7,13
1,2019,3,45,3
1,2019,3,79,3
1,2019,3,32,1
1,2019,3,3,7
1,2019,3,11,3
1,2019,3,2,1
1,2019,3,98,6
1,2019,4,4243,13
1,2019,4,35,7
1,2019,4,70,1
1,2019,4,45,7
1,2019,4,18,7
1,2019,4,13,6
1,2019,4,22,3
1,2019,4,17,6
1,2019,4,25,7
1,2019,4,3,9
1,2019,4,1,13
1,2019,4,51,2
1,2019,5,4350,13
1,2019,5,40,13
1,2019,5,45,6
1,2019,5,39,2
1,2019,5,2,6
1,2019,5,4,3
1,2019,5,10,9
1,2019,5,5,7
1,2019,5,11,11
1,2019,5,35,7
1,2019,5,1,3
1,2019,5,36,3
1,2019,6,6830,6
1,2019,6,58,6
1,2019,6,56,6
1,2019,6,30,7
1,2019,6,5,3
1,2019,6,7,7
1,2019,6,17,2
1,2019,6,1,7
1,2019,6,15,7
1,2019,6,72,6
1,2019,6,3,3
1,2019,6,40,11
1,2019,7,6962,6
1,2019,7,65,13
1,2019,7,52,6
1,2019,7,30,7
1,2019,7,1,13
1,2019,7,1,7
1,2019,7,7,7
1,2019,7,12,2
1,2019,7,1,11
1,2019,7,2,11
1,2019,7,64,7
1,2019,7,4,1
1,2019,7,33,6
1,2019,8,7038,6
1,2019,8,77,7
1,2019,8,65,11
1,2019,8,27,11
1,2019,8,1,11
1,2019,8,4,7
1,2019,8,12,3
1,2019,8,1,11
1,2019,8,2,6
1,2019,8,101,7
1,2019,8,2,2
1,2019,8,32,7
1,2019,9,6381,7
1,2019,9,52,7
1,2019,9,47,7
1,2019,9,28,6
1,2019,9,1,11
1,2019,9,7,1
1,2019,9,8,11
1,2019,9,68,6
1,2019,9,5,7
1,2019,9,37,11
1,2019,10,6368,7
1,2019,10,51,7
1,2019,10,51,13
1,2019,10,15,7
1,2019,10,1,11
1,2019,10,2,13
1,2019,10,10,1
1,2019,10,3,7
1,2019,10,59,6
1,2019,10,4,7
1,2019,10,29,6
1,2019,11,6564,7
1,2019,11,55,7
1,2019,11,38,6
1,2019,11,7,7
1,2019,11,2,7
1,2019,11,2,7
1,2019,11,9,13
1,2019,11,59,7
1,2019,11,3,7
1,2019,11,1,13
1,2019,11,27,6
1,2019,12,6547,11
1,2019,12,36,7
1,2019,12,36,6
1,2019,12,16,6
1,2019,12,1,13
1,2019,12,4,11
1,2019,12,4,7
1,2019,12,8,6
1,2019,12,1,6
1,2019,12,48,6
1,2019,12,4,2
1,2019,12,37,11
1,2019,13,5152,7
1,2019,13,24,11
1,2019,13,26,7
1,2019,13,5,1
1,2019,13,2,11
1,2019,13,4,6
1,2019,13,2,7
1,2019,13,4,11
1,2019,13,45,7
1,2019,13,2,7
1,2019,13,1,7
1,2019,13,14,7
1,2019,14,6023,7
1,2019,14,12,7
1,2019,14,21,7
1,2019,14,1,7
1,2019,14,22,7
1,2019,14,2,7
1,2019,14,5,11
1,2019,14,1,11
1,2019,14,29,7
1,2019,14,7,6
1,2019,14,11,6
1,2020,-9,2,11
1,2020,1,13570,7
1,2020,1,90,3
1,2020,1,270,3
1,2020,1,77,13
1,2020,1,41,6
1,2020,1,1,2
1,2020,1,5,3
1,2020,1,36,3
1,2020,1,98,9
1,2020,1,61,3
1,2020,1,1,3
1,2020,1,2,3
1,2020,1,213,8
1,2020,2,8034,1
1,2020,2,69,2
1,2020,2,208,1
1,2020,2,97,4
1,2020,2,36,13
1,2020,2,1,2
1,2020,2,8,3
1,2020,2,58,3
1,2020,2,93,3
1,2020,2,41,3
1,2020,2,1,7
1,2020,2,7,3
1,2020,2,117,7
1,2020,3,7926,7
1,2020,3,82,7
1,2020,3,197,1
1,2020,3,120,7
1,2020,3,42,7
1,2020,3,10,8
1,2020,3,66,3
1,2020,3,76,3
1,2020,3,41,13
1,2020,3,3,2
1,2020,3,6,3
1,2020,3,2,3
1,2020,3,125,11
1,2020,4,4082,11
1,2020,4,31,3
1,2020,4,65,3
1,2020,4,60,2
1,2020,4,12,3
1,2020,4,12,3
1,2020,4,31,3
1,2020,4,18,3
1,2020,4,16,6
1,2020,4,21,7
1,2020,4,3,7
1,2020,4,62,7
1,2020,5,4310,11
1,2020,5,49,7
1,2020,5,48,11
1,2020,5,34,7
1,2020,5,7,7
1,2020,5,8,7
1,2020,5,8,13
1,2020,5,7,6
1,2020,5,17,7
1,2020,5,35,7
1,2020,5,4,6
1,2020,5,35,2
1,2020,6,6438,11
1,2020,6,76,11
1,2020,6,77,6
1,2020,6,28,6
1,2020,6,4,11
1,2020,6,1,7
1,2020,6,7,3
1,2020,6,13,6
1,2020,6,20,7
1,2020,6,57,6
1,2020,6,9,2
1,2020,6,45,1
1,2020,7,6726,7
1,2020,7,89,6
1,2020,7,83,6
1,2020,7,25,6
1,2020,7,5,11
1,2020,7,1,7
1,2020,7,11,7
1,2020,7,14,6
1,2020,7,6,6
1,2020,7,50,11
1,2020,7,5,7
1,2020,7,32,6
1,2020,8,6540,10
1,2020,8,71,7
1,2020,8,76,11
1,2020,8,25,6
1,2020,8,1,11
1,2020,8,7,10
1,2020,8,22,2
1,2020,8,63,7
1,2020,8,8,10
1,2020,8,25,7
1,2020,9,6179,13
1,2020,9,81,7
1,2020,9,62,11
1,2020,9,13,6
1,2020,9,13,13
1,2020,9,8,1
1,2020,9,69,13
1,2020,9,5,13
1,2020,9,36,7
1,2020,10,5759,1
1,2020,10,78,7
1,2020,10,62,6
1,2020,10,16,1
1,2020,10,1,11
1,2020,10,1,11
1,2020,10,15,10
1,2020,10,9,6
1,2020,10,3,7
1,2020,10,63,2
1,2020,10,7,1
1,2020,10,1,11
